,,,,,,,socialGroupsFakeID,,,,,,,,,,,,,,,,,,,,
5526,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5527,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5528,ef53d5487f6823bc96d9,cbe3f55a87feb60ce62d,155cbddf5e2f370d3e73,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5529,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5530,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5531,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5532,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,7f9669579f8d9f5d7d6d,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5533,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5534,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5535,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5536,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5537,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5538,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5539,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,47239fe7c316064a02df,,d867152fa91872dc8e0b,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5540,ef53d5487f6823bc96d9,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,322c6a8eda73ee25f587,d867152fa91872dc8e0b,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5541,c111eac382be5551b81c,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5542,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5543,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,47239fe7c316064a02df,f5cec24e1ffaa7f88858,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5544,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5545,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5546,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5547,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5548,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5549,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5550,c111eac382be5551b81c,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5551,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5552,b3f83a7117514ff7b936,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5553,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5554,42edd309bd7dde33a823,155cbddf5e2f370d3e73,155cbddf5e2f370d3e73,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5555,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5556,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5557,f6b196574023b5f777c9,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,5c2a80623716ba638b66,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5558,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5559,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5560,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5561,c111eac382be5551b81c,155cbddf5e2f370d3e73,155cbddf5e2f370d3e73,4368b27b6319b2838847,,d867152fa91872dc8e0b,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5562,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5563,e8939ef52ad4a91f05bd,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,47239fe7c316064a02df,322c6a8eda73ee25f587,d3d300d7d75909d7cd5a,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5564,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5565,d41179f3013cffd3d95f,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5566,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5567,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5568,e616bd71c9f7c0b894a7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,7f9669579f8d9f5d7d6d,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5569,013d1cd1886ef89b1724,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5570,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5571,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5572,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5573,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5574,b3f83a7117514ff7b936,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,47239fe7c316064a02df,5c2a80623716ba638b66,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5575,e8939ef52ad4a91f05bd,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5576,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5577,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5578,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,7f9669579f8d9f5d7d6d,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5579,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5580,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5581,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5582,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5583,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5584,013d1cd1886ef89b1724,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5585,f6b196574023b5f777c9,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,5c2a80623716ba638b66,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5586,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5587,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,7f9669579f8d9f5d7d6d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5588,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,5c2a80623716ba638b66,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5589,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,,d3d300d7d75909d7cd5a,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5590,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5591,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5592,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5593,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5594,1afa2de20ffbf924b8aa,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,322c6a8eda73ee25f587,b540843d19967f2c8b42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5595,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5596,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5597,d41179f3013cffd3d95f,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,7f9669579f8d9f5d7d6d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5598,ef53d5487f6823bc96d9,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5599,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5600,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5601,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,c154296390d5f4e08743,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5602,f626ab68ea783220f0be,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,4368b27b6319b2838847,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5603,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5604,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5605,ef53d5487f6823bc96d9,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5606,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5607,f6b196574023b5f777c9,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5608,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5609,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5610,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5611,d41179f3013cffd3d95f,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5612,e8939ef52ad4a91f05bd,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5613,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5614,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5615,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5616,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5617,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5618,c111eac382be5551b81c,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5619,42edd309bd7dde33a823,155cbddf5e2f370d3e73,155cbddf5e2f370d3e73,47239fe7c316064a02df,5c2a80623716ba638b66,d867152fa91872dc8e0b,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5620,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5621,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5622,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5623,c111eac382be5551b81c,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,57f5d64b44d53b5551a1,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5624,86c3cc68793538ff0262,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5625,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5626,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,155cbddf5e2f370d3e73,47239fe7c316064a02df,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5627,33dce1e3faa000aaea16,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d3d300d7d75909d7cd5a,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5628,1cf3e1f1adacfbe27cc7,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5629,f626ab68ea783220f0be,c5a09ee6f1e927348620,cbe3f55a87feb60ce62d,4368b27b6319b2838847,5c2a80623716ba638b66,d867152fa91872dc8e0b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5630,c21e2d328f581bc7b592,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,f5cec24e1ffaa7f88858,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5631,0bdb82c26add0f857d50,285f914793d0a4a2f5ba,cbe3f55a87feb60ce62d,47239fe7c316064a02df,f5cec24e1ffaa7f88858,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5632,e8939ef52ad4a91f05bd,cbe3f55a87feb60ce62d,cbe3f55a87feb60ce62d,4368b27b6319b2838847,c154296390d5f4e08743,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5633,02651c157ef71d28b927,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,4368b27b6319b2838847,,d867152fa91872dc8e0b,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5634,42edd309bd7dde33a823,155cbddf5e2f370d3e73,cbe3f55a87feb60ce62d,47239fe7c316064a02df,,d3d300d7d75909d7cd5a,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
